"TITLE","YEAR","HAS_ANNOTATION","DETECTED_METHODS","CONFIDENCE","VOI","BAYESIAN","SIMULATION","UNCERTAINTY"
"Architectural framework for underwater {IoT}: {Forecasting} system for analyzing oceanographic data and observing the environment",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Regional climate change trends and uncertainty analysis using extreme indices: {A} case study of hamilton, canada",2016,TRUE,"risk_analysis","high",FALSE,FALSE,FALSE,TRUE
"The future of sensitivity analysis: {An} essential discipline for systems modeling and policy support",2021,TRUE,"risk_analysis","high",FALSE,FALSE,FALSE,TRUE
"Principles of policy modeling in food and agriculture",2022,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Changing ethics policies without scandal: {State} responses to published reports and the importance of accurate information",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Quantitative marketing research",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Applying gross savings and net savings in an integrated policy framework",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Investigating the nexus between information technology capabilities, knowledge management, and green product innovation: {Evidence} from {SME} industry",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic model for evaluating the value creation through information sharing within the cybersecurity information sharing ecosystem",2021,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Intelligent information services in environmental applications",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Conceptualizing salesperson competitive intelligence: {An} individual-level perspective",2011,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"An introduction to decision analysis",2011,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"Information and communication technologies ({ICT}) in building knowledge processes in vulnerable ecosystems: {A} case for sustainability",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Supply-chain transparency and governance systems: {Market} penetration of the {I}-choose system",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Adoption is not enough: {Institutionalization} of e-{Participation} initiatives",2022,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Enhancing sustainable supply chain performance by adopting sustainable lean six sigma-industry 4.0 practices",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"How comparative effectiveness research can help advance `{Personalized} medicine' in cancer treatment",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost-effectiveness analysis alongside clinical trials {II}—an {ISPOR} good research practices task force report",2015,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Assessing the potential of {HTA} to inform resource allocation decisions in low-income settings: {The} case of malawi",2022,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"A systematic review of research guidelines in decision-analytic modeling",2015,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost effectiveness of the angiotensin receptor neprilysin inhibitor {Sacubitril}/{Valsartan} for patients with chronic heart failure and reduced ejection fraction in the netherlands: {A} country adaptation analysis under the former and current dutch pharmacoeconomic guidelines",2017,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Integration of numerical modeling and bayesian analysis for setting water quality criteria in hamilton harbour, ontario, canada",2011,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"A systematic analysis of {ERP} implementation challenges and coping mechanisms: {The} case of a large, decentralised, public organisation in south africa",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Reconceptualising parkinson's from illness to wellness: {Advancing} physiotherapy practice through action research",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"High value information for managers in organisations",2021,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An investigation into rank reversal properties of the multiplicative {AHP}",2011,TRUE,"multi_criteria","high",FALSE,FALSE,FALSE,FALSE
"Influence of automation of building plans approval process on performance of employees at the planning department of kisumu city-kenya",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Knowledge and ignorance in reinforcement learning",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Food tracking and blockchain-induced knowledge: {A} corporate social responsibility tool for sustainable decision-making",2021,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Impacts of information and communication technology to health and environment",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Applying knowledge, social concern and perceived risk in planned behavior theory for tourism in the covid-19 pandemic",2021,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Bayesian networks",2011,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Toward integrative management advice of water quality, oil spills, and fishery in the gulf of finland: {A} bayesian approach",2014,TRUE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Efficient online decision tree learning with active feature acquisition",2023,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"Persuasive and adaptive tutorial dialogues for a medical diagnosis tutoring system",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Artificial intelligence in healthcare: 2022 year in review",2022,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Models and applications for measuring the impact of health research: {Update} of a systematic review for the health technology assessment programme.",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling the cost-effectiveness of alternative upper age limits for breast cancer screening in england and wales",2016,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Simple or complex: {Relative} impact of data availability and model purpose on the choice of model types for population viability analyses",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Basel {II} and the associated uncertainties for banking practices",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Dynamic bayesian networks to assess anthropogenic and climatic drivers of saltwater intrusion: {A} decision support tool toward improved management",2021,TRUE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Decentralised decision-making with information sharing vs. {Centralised} decision-making in supply chains",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Valuing drought information for irrigation farmers: {Potential} development of a hydrological risk insurance in spain",2011,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Supplier quality improvement: {The} value of information under uncertainty",2018,TRUE,"decision_analysis","high",TRUE,FALSE,FALSE,TRUE
"A twitter-based prediction market: {Social} network approach",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Gene therapy evidence generation and economic analysis: {Pragmatic} considerations to facilitate fit-for-purpose health technology assessment",2022,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Challenges in the market access of regenerative medicines, and implications for manufacturers and decision-makers: {A} systematic review",2022,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Where are your ideas going? {Idea} adoption in online user innovation communities",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Perceived uncertainties of characterization in {LCA}: {A} survey",2020,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Network-based structure optimization method of the anti-aircraft system",2023,TRUE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"Evaluation of patient registries supporting reimbursement decisions: {The} case of oxaliplatin for treatment of stage {III} colon cancer",2015,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Use of value of information in {UK} health technology assessments",2014,TRUE,"decision_analysis","high",TRUE,FALSE,FALSE,FALSE
"A model-based cost-effectiveness analysis of a grommets-led care pathway for children with cleft palate affected by otitis media with effusion",2015,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Economic evaluation of surgical insertion of ventilation tubes for the management of persistent bilateral otitis media with effusion in children",2014,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Drivers for energy analysis towards a {BIM}-{Enabled} information flow",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Contractor's decision for bid profit reduction within opportunistic bidding behavior of claims recovery",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Building condition assessment using artificial neural network and structural equations",2021,TRUE,"machine_learning","high",FALSE,FALSE,FALSE,FALSE
"The value relevance of voluntary disclosure of intangibles: {Evidence} from east asia",2011,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"A vendor-managed inventory model based on optimal retailers selection and reliability of supply chain",2023,TRUE,"optimization","medium",FALSE,FALSE,FALSE,FALSE
"{LBC} 51.1 (2)+ 52.82 73 {M50}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Digital intelligence: {What} every smart manager must have for success in an information age",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{KITAE} {II}: {Knowledge} development in battlespace helmand",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{KITAE} {I}: {Edge} organisation in battlespace helmand",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The status of shared decision making and citizen participation in israeli medicine",2011,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Forecasting hierarchical time series in supply chains: {An} empirical investigation",2022,TRUE,"statistical","high",FALSE,FALSE,FALSE,FALSE
"Investigating the quality of electronic services using multiple attribute decision-making techniques case study (aria, ghaem, and golsar hospitals)",2015,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Risk assessment tools and emotional labor in child protective services: {Perceptions} from practitioners",2016,FALSE,"risk_analysis","high",FALSE,FALSE,FALSE,FALSE
"(very) early health technology assessment and translation of predictive biomarkers in breast cancer",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decisions on further research for predictive biomarkers of high-dose alkylating chemotherapy in triple-negative breast cancer: {A} value of information analysis",2016,TRUE,"decision_analysis","high",TRUE,FALSE,FALSE,FALSE
"Anti-tumour treatment",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Embracing uncertainty in applied ecology",2017,TRUE,"","none",FALSE,FALSE,FALSE,TRUE
"Hospital electronic prescribing and medicines administration system implementation into a district general hospital: {A} mixed method evaluation of discharge communication.",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Strategic ambiguity and proxy communication in organizational crises: {The} peanut corporation of america case",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Counseling families",2011,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"{PHILOSOPHY} {APPLIED} {TO} {GOVERNMENT}: {A} {PRACTICAL} {GUIDE} {TO} {ETHICAL} {JUDGMENT} {JOSHUA} {P}. {MILLER} {AND} {CHRIS} {CONNELLY}",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Clinical ambiguity in the intelligent machine era (treats breaks and discharges)",2022,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Evaluating the efficacy of demand-side communication interventions on claiming rights: {Evidence} from an action research field experiment in india",2023,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Beyond the equal-weight framework of the networked readiness index: {A} multilevel {I}-distance methodology",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Effect of {COVID}-19 on selected characteristics of life satisfaction reflected in a fuzzy model",2022,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Integrating client and clinician perspectives on psychotropic medication decisions: {Developing} a communication-centered epistemic model of shared decision making for mental health contexts",2016,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Global sensitivity analysis for optimal climate policies: {Finding} what truly matters",2021,TRUE,"risk_analysis","high",FALSE,FALSE,FALSE,TRUE
"Uncertainty {Analysis}—{Guidance} for groundwater modelling within a risk management framework",2018,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"The augmentation of knowledge management through industry 4.0: {Case} of aviation sector of emerging economy",2022,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Improvement of the software systems development life cycle of the credit scoring process at a financial institution through the application of systems engineering",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Towards social learning in water related multi-stakeholder processes: {Investigating} the value of information systems.",2021,FALSE,"decision_analysis","high",TRUE,FALSE,FALSE,FALSE
"Decision quality: {Value} creation from better business decisions",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Model refinement decisions using the process performance indicator",2011,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Waste reduction in a distribution inventory system by reconsidering policies in the central warehouse",2016,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Measuring the impacts of federal investments in research: {A} workshop summary",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On choosing the resolution of normative models",2019,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Monte carlo planning and reinforcement learning for large scale sequential decision problems",2021,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"Improved {POMDP} tree search planning with prioritized action branching",2021,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Probabilistic cost-benefit analysis for mitigating hydrogeological risks in underground construction",2023,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,TRUE
"Managing hydrogeological risks in underground construction",2021,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A critical assessment framework to identify, quantify and interpret the sources of uncertainty in cost-effectiveness analyses",2022,TRUE,"economic_evaluation","high",FALSE,FALSE,FALSE,TRUE
"A framework for risk-based {Cost}–{Benefit} analysis for decision support on hydrogeological risks in underground construction",2021,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Open government data and value creation: {Exploring} the roles canadian data intermediaries play in the value creation process",2023,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
